ID_LOTE,ID_FINCA,PENDIENTE_RASTA,TERRENO_CIRCUN_RASTA,POSICION_PERFIL_RASTA,NO_CAPAS_RASTA,ESPESOR,COLOR_SECO,COLOR_HUMEDO,TEXTURA,RESIST_ROMPIMIENTO,PH_RASTA,CARBOXXTOS_RASTA,PROFUNDIDAD_CARBONATOS,PEDREG_SUPERF_PIEDRAS,PEDREG_SUPERF_ROCAS,PEDREG_PERFIL_PIEDRAS,PEDREG_PERFIL_ROCAS,HOR_PEDREG_ROCOSO_RASTA,HOR_PEDREG_ROCOSO_PROFUNDIDAD_RASTA,HOR_PEDREG_ROCOSO_ESPESOR_RASTA,PROFUND_PRIMERAS_ROCAS_PIEDRAS_RASTA (CM),CAP_ENDURE_RASTA,PROFUND_CAP_ENDURE_RASTA,ESPESOR_CAP_ENDURE_RASTA,MOTEADOS_RASTA,PROFUND_MOTEADOS_RASTA,MOTEADOS_MAS70cm _RASTA,ESTRUCTURA_RASTA,OBSERVA_EROSION_RASTA,OBSERVA_MOHO_RASTA,OBSERVA_COSTRAS_DURAS_RASTA,SITIO_EXPUESTO_SOL_RASTA,OBSERVA_COSTRAS_BLANCAS_RASTA,OBSERVA_COSTAS_NEGRAS_RASTA,REGION_SECA_ARIDA_RASTA,OBSERVA_RAICES_VIVAS_RASTA,OBSERVA_PLANTAS_PEQUENAS_RASTA,OBSERVA_HOJARASCA_MO_RASTA,SUELO_NEGRO_BLANDO_RASTA,CUCHILLO_PRIMER_HTE_RASTA,CERCA_RIOS_QUEBRADAS_RASTA,RECUBRIMIENTO_VEGETAL__SUELO_RASTA,PROFUND_RAICES_VIVAS_RASTA
24,24,25,MONTA?OSO,LADERA PLANA,2,50,NA,27,L,FIRME,6,NO TIENE,NA,PEDREGOSO,SIN ROCAS,SIN ROCAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,SI,NO,REGULAR,50
24,24,25,MONTA?OSO,LADERA PLANA,3,20,NA,22,Fl,FIRME,6,NO TIENE,NA,PEDREGOSO,SIN ROCAS,SIN ROCAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,SI,NO,REGULAR,50
25,25,38.9,ONDULADO Y MONTA?OSO,LADERA CONVEXA,1,30,NA,22,FA,FIRME,5,NO TIENE,NA,PEDREGOSO,PEDREGOSO,PEDREGOSO,NA,SI,10,5,NA,XX,NA,NA,SI,50,75,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,NO,NO,SI,NO,REGULAR,30
25,25,38.9,ONDULADO Y MONTA?OSO,LADERA CONVEXA,2,33,NA,24,A,FIRME,5,NO TIENE,NA,PEDREGOSO,PEDREGOSO,PEDREGOSO,NA,SI,10,5,NA,XX,NA,NA,SI,50,75,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,NO,NO,SI,NO,REGULAR,30
25,25,38.9,ONDULADO Y MONTA?OSO,LADERA CONVEXA,3,15,NA,25,A,FIRME,5,NO TIENE,NA,PEDREGOSO,PEDREGOSO,PEDREGOSO,NA,SI,10,5,NA,XX,NA,NA,SI,50,75,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,NO,NO,SI,NO,REGULAR,30
27,27,34,MONTA?OSO,LADERA CONVEXA,1,35,NA,5,F,FIRME,5,NO TIENE,NA,PEDREGOSO,PEDREGOSO,PEDREGOSO,NA,SI,18,6,5,XX,NA,NA,SI,60,SI,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,SI,NO,BUENO,65
27,27,34,MONTA?OSO,LADERA CONVEXA,2,22,NA,15,Fl,FIRME,5,NO TIENE,NA,PEDREGOSO,PEDREGOSO,PEDREGOSO,NA,SI,18,6,5,XX,NA,NA,SI,60,SI,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,SI,NO,BUENO,65
27,27,34,MONTA?OSO,LADERA CONVEXA,3,20,NA,25,Fl,FIRME,5,NO TIENE,NA,PEDREGOSO,PEDREGOSO,PEDREGOSO,NA,SI,18,6,5,XX,NA,NA,SI,60,SI,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,SI,NO,BUENO,65
28,28,35.1,MONTA?OSO,LADERA CONCAVA,1,30,NA,3,F,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,POCO AFECTADAS,SI,NO,SI,NO,BUENO,60
28,28,35.1,MONTA?OSO,LADERA CONCAVA,2,43,NA,10,Fl,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,POCO AFECTADAS,SI,NO,SI,NO,BUENO,60
29,29,22.2,MONTA?OSO,PIE DE UNA ELEVACION,1,25,NA,3,Far,FRIABLE,5,NO TIENE,NA,PEDREGOSO,PEDREGOSO,PEDREGOSO,NA,SI,NA,30,15,XX,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,NO HAY,SI,NO,SI,NO,MUY BUENO,65
29,29,22.2,MONTA?OSO,PIE DE UNA ELEVACION,2,50,NA,6,FA,FRIABLE,5,NO TIENE,NA,PEDREGOSO,PEDREGOSO,PEDREGOSO,NA,SI,NA,30,15,XX,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,NO HAY,SI,NO,SI,NO,MUY BUENO,65
29,29,22.2,MONTA?OSO,PIE DE UNA ELEVACION,3,10,NA,28,ArA,FRIABLE,5,NO TIENE,NA,PEDREGOSO,PEDREGOSO,PEDREGOSO,NA,SI,NA,30,15,XX,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,NO HAY,SI,NO,SI,NO,MUY BUENO,65
30,30,19,MONTA?OSO,LADERA PLANA,1,10,NA,4,Far,FRIABLE,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SUELTA O POLVOSA ,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,NO,SI,SI,,BUENO,70
30,30,19,MONTA?OSO,LADERA PLANA,2,22,NA,8,Far,FRIABLE,,NO TIENE,NA,SIN PIEDRA,NO INFO,,NA,,NA,NA,NA,,NA,NA,,NA,,SIN ESTRUCTURA,,,NA,,NA,NA,NA,,,ND,ND,SI,,ND,
30,30,19,MONTA?OSO,LADERA PLANA,3,40,NA,9,ArA,FIRME,ND,ND,NA,ND,NO INFO,NA,NA,NA,NA,NA,NA,XX,NA,NA,,NA,,SIN ESTRUCTURA,NA,NA,NA,,NA,NA,NA,NA,NA,ND,ND,NO,,ND,NA
31,31,6,MONTA?OSO,PLANO CON ONDULACIONES,1,30,NA,3,Ar,Plastico,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,SI,30,SI,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,MUY AFECTADAS,NO,NO,SI,SI,REGULAR,40
31,31,6,MONTA?OSO,PLANO CON ONDULACIONES,2,45,NA,9,ArL,Plastico,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,SI,30,SI,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,MUY AFECTADAS,NO,NO,SI,SI,REGULAR,40
32,32,17.9,MONTA?OSO,PLANO CON ONDULACIONES,1,15,NA,2,F,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,NO,NO,SI,NO,REGULAR,60
32,32,17.9,MONTA?OSO,PLANO CON ONDULACIONES,2,12,NA,20,Fl,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,NO,NO,ND,NO,REGULAR,60
32,32,17.9,MONTA?OSO,PLANO CON ONDULACIONES,3,45,NA,23,Fl,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,NO,NO,ND,NO,REGULAR,60
33,33,29.9,MONTA?OSO,LADERA CONCAVA,1,14,NA,3,AF,Plastico,5,BAJOS A MUY BAJOS,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,NO HAY,SI,SI,ND,NO,BUENO,70
33,33,29.9,MONTA?OSO,LADERA CONCAVA,2,11,NA,8,AF,Plastico,ND,ND,NA,ND,NO INFO,NA,NA,NA,NA,NA,NA,XX,NA,NA,,NA,,SIN ESTRUCTURA,NA,NA,NA,,NA,NA,NA,NA,NA,ND,ND,ND,,ND,NA
33,33,29.9,MONTA?OSO,LADERA CONCAVA,3,15,NA,9,AF,Plastico,ND,ND,NA,ND,NO INFO,NA,NA,NA,NA,NA,NA,XX,NA,NA,,NA,,SIN ESTRUCTURA,NA,NA,NA,,NA,NA,NA,NA,NA,ND,ND,ND,,ND,NA
33,33,29.9,MONTA?OSO,LADERA CONCAVA,4,30,NA,10,AF,Plastico,ND,ND,NA,ND,NO INFO,NA,NA,NA,NA,NA,NA,XX,NA,NA,,NA,,SIN ESTRUCTURA,NA,NA,NA,,NA,NA,NA,NA,NA,ND,ND,ND,,ND,NA
34,34,33.6,MONTA?OSO,LADERA CONCAVA,1,13,NA,1,AF,FRIABLE,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,SI,ND,NO,BUENO,70
34,34,33.6,MONTA?OSO,LADERA CONCAVA,2,8,NA,18,AF,FRIABLE,ND,ND,NA,ND,NO INFO,NA,NA,NA,NA,NA,NA,XX,NA,NA,,NA,,SIN ESTRUCTURA,NA,NA,NA,,NA,NA,NA,NA,NA,ND,ND,ND,,ND,NA
34,34,33.6,MONTA?OSO,LADERA CONCAVA,3,3,NA,17,AF,FRIABLE,ND,ND,NA,ND,NO INFO,NA,NA,NA,NA,NA,NA,XX,NA,NA,,NA,,SIN ESTRUCTURA,NA,NA,NA,,NA,NA,NA,NA,NA,ND,ND,ND,,ND,NA
34,34,33.6,MONTA?OSO,LADERA CONCAVA,4,37,NA,42,AF,FRIABLE,ND,ND,NA,ND,NO INFO,NA,NA,NA,NA,NA,NA,XX,NA,NA,,NA,,SIN ESTRUCTURA,NA,NA,NA,,NA,NA,NA,NA,NA,ND,ND,ND,,ND,NA
35,35,24.7,MONTA?OSO,LADERA PLANA,1,3,NA,3,ArL,Plastico,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA  ,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,70
35,35,24.7,MONTA?OSO,LADERA PLANA,2,42,NA,25,Ar,Plastico,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA  ,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,70
36,36,26.4,MONTA?OSO,LADERA PLANA,1,25,NA,3,F,Plastico,5,NO TIENE,NA,PEDREGOSO,PEDREGOSO,PEDREGOSO,NA,SI,10,"2,3,4",10,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,REGULAR,60
36,36,26.4,MONTA?OSO,LADERA PLANA,2,51,NA,36,Far,Plastico,5,NO TIENE,NA,PEDREGOSO,PEDREGOSO,PEDREGOSO,NA,SI,10,"2,3,4",10,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,REGULAR,60
37,37,18,MONTA?OSO,LADERA PLANA,1,22,NA,2,FA,Plastico,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,40,NO,NA,NO,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,SI,ND,SI,MUY BUENO,39
37,37,18,MONTA?OSO,LADERA PLANA,2,22,NA,32,FA,Plastico,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,40,NO,NA,NO,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,SI,ND,SI,MUY BUENO,39
37,37,18,MONTA?OSO,LADERA PLANA,3,15,NA,49,A,Muy Plastico,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,40,NO,NA,NO,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,SI,ND,SI,MUY BUENO,39
37,37,18,MONTA?OSO,LADERA PLANA,4,11,NA,38,A,Plastico,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,40,NO,NA,NO,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,SI,ND,SI,MUY BUENO,39
38,38,11,MONTA?OSO,LADERA PLANA,1,25,3,ND,F,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,,ATERRONADA,NO,SI,POCO MARCADAS,LA MANANA y LA TARDE,POCO MARCADAS,POCO MARCADAS,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,65
38,38,11,MONTA?OSO,LADERA PLANA,2,30,6,ND,Fl,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,,ATERRONADA,NO,SI,POCO MARCADAS,LA MANANA y LA TARDE,POCO MARCADAS,POCO MARCADAS,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,65
38,38,11,MONTA?OSO,LADERA PLANA,3,18,15,ND,Fl,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,,ATERRONADA,NO,SI,POCO MARCADAS,LA MANANA y LA TARDE,POCO MARCADAS,POCO MARCADAS,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,65
39,39,34.1,MONTA?OSO,PLANO,1,45,1,ND,F,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,SI,45,,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,POCO MARCADAS,NO HAY,NO,SI,POCO AFECTADAS,SI,NO,ND,SI,BUENO,60
39,39,34.1,MONTA?OSO,PLANO,2,28,3,ND,FA,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,SI,45,,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,POCO MARCADAS,NO HAY,NO,SI,POCO AFECTADAS,SI,NO,ND,SI,BUENO,60
40,40,7,MONTA?OSO,LADERA PLANA,1,28,1,ND,F,Blando,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,,GRANULAR,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,POCO AFECTADAS,SI,NO,ND,NO,BUENO,68
40,40,7,MONTA?OSO,LADERA PLANA,2,43,14,ND,F,Blando,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,,GRANULAR,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,POCO AFECTADAS,SI,NO,ND,NO,BUENO,68
41,41,28.7,ONDULADO Y MONTA?OSO,PLANO,1,23,2,ND,ArL,Blando,5,BAJOS A MUY BAJOS,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,SI,38,,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,POCO AFECTADAS,NO,NO,ND,NO,ESPACIADO,60
41,41,28.7,ONDULADO Y MONTA?OSO,PLANO,2,38,25,ND,Ar,Blando,5,BAJOS A MUY BAJOS,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,SI,38,,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,POCO AFECTADAS,NO,NO,ND,NO,ESPACIADO,60
42,42,3.2,MONTA?OSO,LADERA PLANA,1,31,1,ND,F,Blando,6,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,,PRISMATICA,NO,NO,POCO MARCADAS,LA MANANA  ,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,70
42,42,3.2,MONTA?OSO,LADERA PLANA,2,36,2,ND,Fl,Blando,6,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,,PRISMATICA,NO,NO,POCO MARCADAS,LA MANANA  ,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,70
43,43,3.8,MONTA?OSO,LADERA PLANA,1,25,1,ND,F,Blando,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,,GRANULAR,NO,NO,POCO MARCADAS,LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,58
43,43,3.8,MONTA?OSO,LADERA PLANA,2,42,2,ND,Fl,Blando,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,,GRANULAR,NO,NO,POCO MARCADAS,LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,58
44,44,4,MONTA?OSO,LADERA PLANA,1,35,1,ND,F,Blando,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,,PRISMATICA,NO,NO,POCO MARCADAS,LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,62
44,44,4,MONTA?OSO,LADERA PLANA,2,38,2,ND,Fl,Blando,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,,PRISMATICA,NO,NO,POCO MARCADAS,LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,62
45,45,9.5,MONTA?OSO,LADERA PLANA,1,40,NA,1,Fl,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,POCO AFECTADAS,NO,NO,ND,NO,REGULAR,70
45,45,9.5,MONTA?OSO,LADERA PLANA,2,32,NA,3,F,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,POCO AFECTADAS,NO,NO,ND,NO,REGULAR,70
46,46,28.7,MONTA?OSO,LADERA PLANA,1,40,NA,1,F,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,SI,5,50,NA,XX,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,60
46,46,28.7,MONTA?OSO,LADERA PLANA,2,31,NA,7,FA,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,SI,5,50,NA,XX,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,60
47,47,13.8,MONTA?OSO,LADERA PLANA,1,16,NA,2,Far,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,SI,45,NO,GRANULAR,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,POCO AFECTADAS,SI,NO,ND,SI,BUENO,65
47,47,13.8,MONTA?OSO,LADERA PLANA,2,12,NA,7,Far,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,SI,45,NO,GRANULAR,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,POCO AFECTADAS,SI,NO,ND,SI,BUENO,65
47,47,13.8,MONTA?OSO,LADERA PLANA,3,9,NA,8,ArL,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,SI,45,NO,GRANULAR,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,POCO AFECTADAS,SI,NO,ND,SI,BUENO,65
47,47,13.8,MONTA?OSO,LADERA PLANA,4,35,NA,18,ArL,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,SI,45,NO,GRANULAR,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,POCO AFECTADAS,SI,NO,ND,SI,BUENO,65
48,48,23.5,MONTA?OSO,LADERA PLANA,1,28,1,ND,F,ND,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,GRANULAR,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,REGULAR,60
48,48,23.5,MONTA?OSO,LADERA PLANA,2,35,9,ND,FA,ND,ND,ND,NA,ND,NO INFO,,NA,NA,NA,NA,NA,XX,NA,NA,,NA,,SIN ESTRUCTURA,,NA,NA,NA,,,NA,NA,NA,ND,ND,ND,,ND,NA
49,49,5,MONTA?OSO,LADERA PLANA,1,30,1,ND,Fl,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,58
49,49,5,MONTA?OSO,LADERA PLANA,2,38,14,ND,Fl,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,GRANULAR,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,58
